,filename,content
885,392810415-RENT-AGREEMENT,normal wear and tear expected removing itself together with all its articles/things on completion of the License period i e on 31st August 2021 to the LESSOR 20 That the LESSOR and the LESSEE hereby agrees with each other that if the Lessor hereof decides to terminate these presents earlier than the stipulated period herein above then the Lessor shall serve a three clear months notice to the Lessee and in case if the Lessee decides to terminate then it shall serve a one month notice expressing such intention and
886,392810415-RENT-AGREEMENT,accordingly the said agreement shall be terminated determined upon the expiry of the said notice period 21
887,392810415-RENT-AGREEMENT,That in case of any disputes doubts or differences arising between the parties hereof during the continuance of the license or afterwards regarding the interpretation of the contents of these instruments of this agreement or regarding any matter or transactions
888,392810415-RENT-AGREEMENT,then the same shall be referred to Arbitration under the Arbitration and Conciliation Act and all the disputes shall be subject to the jurisdiction of the Siliguri court SCHEDULE AS
889,392810415-RENT-AGREEMENT,REFERRED TO ABOVE All that well built office premises measuring more or less Sq ft on First floor of the building named JOSHIKUNJ Building constructed on the land appertaining to Plot No 894 C S
890,392810415-RENT-AGREEMENT,380 0Id of Mouza Dabgram-08 reorded in Khatian No 578 R S 1129 L R situated at 2nd Mile Sevoke Road P S Bhaktinagar P
891,392810415-RENT-AGREEMENT,O Ektiasal-02 in the District of Jalpaiguri
892,392810415-RENT-AGREEMENT,The aforesaid building Joshi Kunj is butted and bounded as follows - NORTH ABA MEDICAL SOUTH LAND AND HOUSE OF DILIP
893,392810415-RENT-AGREEMENT,GUPTA EAST SEVOKE ROAD WEST LAND OF THE LESSOR IN WITNESS
894,392810415-RENT-AGREEMENT,WHEREOF the parties have set and subscribed their respective hands and seals on the day month and year first written above WITNESS 1 2
895,44737744-Maddireddy-Bhargava-Reddy-Rental-Agreement,RENTfftENT
896,44737744-Maddireddy-Bhargava-Reddy-Rental-Agreement,This Rental Agreement is made and executed on this the day of2010 at Hyderabad by and between M V V VI
897,44737744-Maddireddy-Bhargava-Reddy-Rental-Agreement,JAY A SHANKAR S/
898,44737744-Maddireddy-Bhargava-Reddy-Rental-Agreement,o
899,44737744-Maddireddy-Bhargava-Reddy-Rental-Agreement,M
900,44737744-Maddireddy-Bhargava-Reddy-Rental-Agreement,Rangaiah R/
901,44737744-Maddireddy-Bhargava-Reddy-Rental-Agreement,o
902,44737744-Maddireddy-Bhargava-Reddy-Rental-Agreement,Flat
903,44737744-Maddireddy-Bhargava-Reddy-Rental-Agreement,No 309 SHEETAL ENCLAVE JE12DIJNETLA
904,44737744-Maddireddy-Bhargava-Reddy-Rental-Agreement,Ranga Reddy Districto Hereinafter called the LANDLORD AND
905,44737744-Maddireddy-Bhargava-Reddy-Rental-Agreement,MADDIREDDY BHARGAVA REDDY S/
906,44737744-Maddireddy-Bhargava-Reddy-Rental-Agreement,O
907,44737744-Maddireddy-Bhargava-Reddy-Rental-Agreement,MADDIREDDY SUBBA
908,44737744-Maddireddy-Bhargava-Reddy-Rental-Agreement,REDDY R/
909,44737744-Maddireddy-Bhargava-Reddy-Rental-Agreement,o
910,44737744-Maddireddy-Bhargava-Reddy-Rental-Agreement,Flat
911,44737744-Maddireddy-Bhargava-Reddy-Rental-Agreement,No 303 SHEETAL ENCLAVE JEEDIMETLA Ranga Reddy District Hereinafter called the TENANT WHEREAS the Landlord is the absolute owner and possessor of the bearing
912,44737744-Maddireddy-Bhargava-Reddy-Rental-Agreement,No Flat NOe2sfi 303 sheetal enclave jeedimetla RANGA REDDY DISTRICT
913,44737744-Maddireddy-Bhargava-Reddy-Rental-Agreement,WHEREAS
914,44737744-Maddireddy-Bhargava-Reddy-Rental-Agreement,the tenant approached the landlord and requested him/her to let-out the said House/Plot on the rental basis and the same is accepted WHEREAS the tenant agreed to pay the monthly rent on or before 5th day of every month at9 99 7 9 p m and agreed to bear Electricity Water Charges etc as applicable
915,44737744-Maddireddy-Bhargava-Reddy-Rental-Agreement,is valid from 11 months for the purposes of Resident iai iroofo
916,44737744-Maddireddy-Bhargava-Reddy-Rental-Agreement,In witnesses whereof both the parties have signed on this the Rental Agreement before the following witnesses WITNESSES 2 1 rEST LANDLORD ATE w IW i060
917,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,Street Smart PROPERTY MANAGEMENT STANDARD REAL ESTATE RENTAL AGREEMENT
918,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,This Agreement made this 11 day of December 2008 is between PROSPER 4 LESS LLC hereinafter referred to as Management and Jose Luis Salcido owner hereinafter referred to as Resident Management rents to Resident and Resident rents from Management property located at Addressl6714 MOSSDALE BLVD LANCASTER State California Zip 93535
919,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,the full legal description of which is the same as recorded with the Clerk of the Superior Court of Kern County and is made a part hereof by reference hereinafter referred to as the Property under the following terms and conditions
920,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,1 TERM
921,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,The initial term of this Agreement shall be for 700 00 Dollars per months beginning on the 15 day of DECEMBER 2008
922,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,2 CONDITION Resident accepts Property in its present AS-IS condition and acknowledges that Resident has received a list of any existing damages to Property been given the right to inspect same and has approved said list except as previously specified in writing to Management Resident
923,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,acknowledges receipt of the Move-In Inspection Form and accepts the responsibility to complete said form within seven 7 days of taking possession and return a completed signed copy to Management Failure to do so shall be Resident s acknowledgment that Property is in perfect condition in every particular and that any damages including breakage bums and wear or otherwise not shown shall be Resident s responsibility and expense
924,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,3 MAINTENANCE REPAIRS Resident acknowledges that the premises are in good order and repair unless otherwise indicated herein Resident shall at his own expense and at all times maintain the premises in a clean and sanitary manner including all equipment and appliances therein and shall surrender the same at the termination hereof in as good condition as received normal wear and tear
925,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,excepted Resident expressly stipulates and agrees that Management is granting a rental discount in exchange for Resident s agreeing to perform and bear the expense of or have performed minor maintenance and repairs on the dwelling
926,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,therefore Management shall NOT be responsible for maintenance and repairs of the premises during the term of this Agreement or any extensions unless otherwise provided for herein
927,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,If Resident repair responsibilities conflict with any state laws to the contrary Resident expressly agrees to fully waive and relinquish any protections
928,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,so provided Resident shall be responsible for damages caused by his negligence and that of his family or invitees and guests Resident
929,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,shall mow irrigate and maintain any surrounding grounds including lawns shrubbery and gutters and keep the same clear of rubbish trash weeds or leaves if such grounds are part of the Property and are available for the use of Resident Should Resident
930,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,fail to do so Management after attempting to notify Resident may but is not required to maintain lawns and/or shrubbery by using a professional yard maintenance company Resident
931,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,agrees to pay the cost of any such yard maintenance as additional rent 4 APPLIANCES All appliances of any kind including window air conditioners are specifically excluded from this Agreement
932,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,Such appliances remain as a convenience to Resident and Management assumes no responsibility for their operation
933,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,No part of the monthly rent is attributable to them
934,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,Any appliance on premises at the signing of this Agreement shall be returned by Resident upon move-out in the same condition as at the signing of this Agreement 5 ALTERATIONS Resident shall not make or allow to be made any alterations installations repairs or redecoration of any kind to the Property without prior written permission of Management provided however that notwithstanding such consent
935,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,Resident agrees that all alterations including without limitation any items affixed to the Property shall become the properly of Management upon the termination of this Agreement
936,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,This includes but is not limited to ceiling fans
937,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,mini blinds carpeting fencing lighting fixtures shrubs flowers etc
938,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,Removal of these items shall be considered theft subject to civil and criminal prosecution
939,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,6 USE
940,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,The Property shall be used for Residential purposes only and shall be occupied by the undersigned 2adults children as named in the original application to rent only Occupancy by guests staying over 14 days will be considered in violation of this agreement and additional monthly rent of 100 00 per person shall be due chargeable from the beginning date of this Agreement unless prior written consent is given by Management The Properly shall be used so as to comply with all state county and municipal laws and ordinances and shall be kept in a clean and orderly condition Resident shall not use the Property or permit it to be used for any disorderly or unlawful purpose or in any manner so as to interfere with neighbors
941,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,Resident shall be responsible and fully liable for the conduct of his/her guests Acts of guests in violation of this Agreement or Management s rales and regulations may be deemed by Management to be a breach by Resident Resident s Initials Utilities Resident
942,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,is responsible for payment of all utilities to include water sewage garbage collection cable TV electricity gas local telephone service even if the bills remain in Management s name Failing to pay the utility bills will be interpreted as a default and a violation of this Agreement
943,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,Any installation costs are the responsibility of Resident Any wall jacks telephone or cable installation shall remain with the Property Telephones Resident shall obtain a home telephone and must supply Management with home and work telephone numbers immediately and agrees to immediately notify Management of any change of numbers during the term of this Agreement Storage No goods or materials of any kind or description which are combustible or would increase fire risk shall be stored on the Properly Any storage shall be at Resident s risk and expense Management shall not be responsible for any loss or damage
944,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,Walls No nails screws or adhesive hangers except standard picture hooks shade brackets and curtain rod brackets may be placed in walls woodwork or any part of the Property GOOD HOUSEKEEPING
945,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,IS EXPECTED OF EVERYONE
946,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,Resident agrees to keep the Property in a clean and sanitary condition and to remove any trash or mbbish as it accumulates Pest control
947,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,Resident agrees to provide pest control as needed Any infestation shall constitute a default of this Agreement Furnace maintenance Resident shall change furnace filter monthly during the heating/cooling season Smoke alarm Resident shall keep smoke alarm in working order including replacing the battery as needed Resident accepts any liability associated with the use and upkeep of all such devices and understands how to and agrees to test same Kerosene Heaters and Appliances Resident
948,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,agrees not to use any form of Kerosene space heater in the dwelling Water beds Resident shall not have or keep any water bed in the dwelling without prior written permission of Management A condition of approval is a waterbed insurance policy paid by Resident with Management listed as loss payee Vehicles Vehicles shall NOT be parked on lawn at any time Non-operative vehicles are not permitted on Property Any such non-operative vehicle may be removed by Management at the expense of Resident for storage for public or private sale at Management s option and Resident
949,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,shall have no right of recourse against Management
950,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,thereafter Yard care Resident will be responsible for maintaining the lawn bushes and trees in a neat and attractive manner
951,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,If not cared for Management has the right to have this done professionally and Resident herewith agrees to pay the cost for same Gutters Resident
952,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,shall have gutters cleaned each fall or as needed Basements Management in no way warrants any basement against any leakage of any kind at any time
953,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,Septic
954,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,If residence has septic tank resident shall not abuse system do not deposit tobacco coffee grounds or unnecessary food or other wastes or materials including diapers and sanitary napkins down sinks or commodes Resident shall regularly add septic tank treatment available at home supply stores to the system to keep it operating properly and efficiently Resident is prohibited from adding a garbage disposal to any house which has a septic system
955,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,Resident s Initials 7 PROPERTY LOSS LIABILITY Management shall not be liable for damage theft vandalism or other loss of any kind to Resident s personal property or the personal property of Resident s family members or guests Management shall not be responsible or liable for any injury loss or damage to any person or property of Resident or any other person 8
956,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,RENTERS INSURANCE Resident agrees to purchase comprehensive insurance known as a Renter s Insurance Policy against all perils including but not limited to insurance on personal property or property of other persons from protection of loss due to or caused by theft vandalism bursting or breaking pipes by or from fire windstorm hail flooding leakage steam snow or ice by or from running water backing up of drainage pipes seepage or the overflow of water or sewage on the Property Said policy shall include liability coverage of 300 000 00 minimum 9 LEAD ASBESTOS MOLD AND/
957,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,OR RADON
958,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,If Property was constructed prior to 1980 it may contain lead and/or asbestos containing materials This shall serve as constructive notice that this Property was constmcted in approximately Resident may have Property tested for lead asbestos mold
959,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,and/or radon levels prior to occupancy
960,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,Should Resident determine that the levels of lead asbestos mold and/or radon are unacceptable to Resident Resident
961,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,may void this Agreement prior to taking possession of Property but not later than three 3 days after entering into this Agreement with Management Resident herewith acknowledges receipt of the Federal Pamphlet Protect Your Family From Lead in Your Home and the Lessor s disclosure form attached hereto and made a part hereof by reference 10
962,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,NO
963,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,ASSIGNMENT OR
964,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,SUBLETTING Continued occupancy of the premises is
965,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,a requirement Resident may not sub-let Property or assign this Agreement without the prior written consent of Management Any subletting if granted shall not release Resident from their obligations outlined herein
966,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,11 FIRE
967,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,If the Property is made uninhabitable by fire or other casualty not the fault of Resident
968,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,this Agreement shall be voidable by either party
969,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,12 HOLDING OVER
970,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,Should the Resident hold over on the Properly after expiration of the term of this Agreement and with the consent of Management the possession shall not be construed as a renewal for the same term but shall be construed as a month to month tenancy in accordance with the terms hereof as applicable and Rental Rate shall be charged at a rate 50 higher than the Rental Rate as contained in Paragraph
971,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,3 hereinabove There shall be no renewal of this Agreement by operation of law
972,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,13 RIGHT OF ACCESS
973,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,Management may enter the Properly without notice to Resident for inspection and maintenance during reasonable hours
974,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,Management shall attempt to notify Resident of the need for access but has no obligation to do so If locks have been changed without providing Management with a key Management may forcibly enter without being liable for damage or unlawful entry
975,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,In case of emergency Management may enter at any time During the last sixty 60 days of occupancy or upon notification of intent to vacate Management may place a sign on the Property and/or may install a lock-box and show the Property during reasonable hours Management will attempt to notify Resident but has no obligation to do so 14 DEFAULT BY RESIDENT Should Resident fail to pay any rent or other charges as and when due hereunder or if Resident abandons the property or fails to perform any of its obligations hereunder Management at its option may terminate all rights of Resident hereunder unless Resident within 24 hours after notice thereof shall cure such default If Resident abandons or vacates the Property while in default of the payment of rent Management may consider any property left on the Property to be abandoned and may dispose of same in any manner allowed by law without responsibility or liability therefore All personal property at the Property is hereby subject to a lien in favor of Management for payment of all sums due hereunder to the maximum extent under law Upon the adjudication of Resident in Bankruptcy or if any facts contained in Resident s application are untrue or misleading then upon the happening of any of said events Resident shall be in default hereunder and Management may at its option immediately terminate this Agreement by written notice to Resident
976,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,In the event of a default by Resident Management may elect to continue this Agreement and enforce all of Management s rights and remedies hereunder including the right to recover the rent as it comes due or at any time terminate all of Resident s rights hereunder and recover from Resident all damages Management may incur by reason of the breach of this Agreement including the cost of recovering the Property and including the worth at the time of termination or at the time of an award should a suit be instituted to enforce this provision of the amount by which the unpaid rent for the balance of the term exceeds the amount of such rental loss which Resident proves could be reasonably avoided 15 ABANDONMENT Anytime the Property is left unoccupied for more than seven 7 days while rent remains unpaid without notice to Management Management may consider the Property abandoned Management may at its option declare this Agreement forfeited and re-rent said premises without any liability whatsoever Resident shall be obligated to pay based on the balance of the rental agreement or the early termination requirement
977,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,whichever is greater If Resident removes or attempts to remove any personal property from the premises other than in the usual course of continuing occupancy without having first paid Management all monies due Management shall have the right without notice to obtain an injunction to stop removal as Management has an attachment interest in the personal belongings of the non-paying Resident Management shall also have the right to remove store or dispose of any of Resident s personal property remaining on the premises after the termination of this agreement Any such personal property shall be considered Management s property and title thereto shall vest in Management Resident s Initials 2002 Trust Associates - 4426B Hugh Howell Road Suite 200 Tucker GA
978,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,30084 Phone 770-498-7403 Fax 770-498-2792 www lnuishrown com
979,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,Rev 04/03 Form IPM-41101 2002 Trust Associates - 4426B Hugh Howell Road Suite 200 Tucker GA 30084 Phone 770-498-7403
980,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,Fax 770-498-2792 www louisbrown com Rev 04/03
981,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,- Form IPM-41102 2002 Trust Associates - 4426B Hugh Howell Road Suite 200 Tucker GA 30084 Phone 770-498-7403 Fax 770-498-2792 www louisbrown com Rev 04/03
982,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,- Form IPM-41103 16 CROSS DEFAULT
983,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,If Resident has entered into any other agreements concerning Property and Resident defaults on any provisions of those agreements then this Agreement shall also be considered in default and at the option of Management
984,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,this Agreement may be voided 17 REMEDIES CUMULATIVE
985,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,All remedies under this Agreement or by law or equity shall be cumulative In the event that either Management or Resident brings legal action to enforce the terms hereof or relating to the rental Property
986,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,the prevailing party shall be entitled to all costs incurred in connection with such action including reasonable attorney s fees
987,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,In the event a collection agency becomes necessary to collect any accounts due on
988,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,this Agreement Resident agrees to pay said commission
989,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,If any term or provision of this Agreement or application thereof to any person shall be held invalid or unenforceable the remainder of this Agreement shall not be affected thereby 18 NO ESTATE IN LAND
990,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,This Agreement shall create the relationship of landlord and tenant between Management and Resident no estate shall pass out of Management Resident has only a usufruct and not an estate for years 19
991,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,MORTGAGEE S RIGHTS Resident s rights under this Agreement shall be subject to any bonafide mortgage or deed to secure debt which is now or shall hereafter be placed on Property 20 MANAGEMENT S PERMISSION OR CONSENT
992,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,If any provision of this Agreement requires the written permission or consent of Management as a condition to any act of Resident such written permission or consent may be granted or withheld in the sole discretion of Management and/or may contain such conditions as Management deems appropriate and shall be effective only so long as Resident complies with such conditions Moreover any written permission or consent given by Management to Resident may be modified revoked or withdrawn by Management at any time at Management s sole discretion upon written notice to Resident 21 NOTICES
993,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,Any notice required by this Agreement except as otherwise set forth shall be in writing and shall be deemed to be given if delivered personally or mailed via first class mail
994,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,If to Resident to the Property or the last known address of Resident
995,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,If to Management to the address as contained in Paragraph 3
996,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,22 ACCURACY AND RESPONSIBILITY Management has relied upon the information contained in Resident s application to enter into this Agreement Resident warrants that their rental application is
997,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,fine complete and accurate Resident agrees that if he/
998,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,she has falsified any statement in
999,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,the rental application Management has the right to terminate this Rental Agreement immediately and further agrees that Management shall be entitled to retain any performance fee and any prepaid rents as fair and just liquidated damages Resident further agrees in the event Management exercises its option to terminate this Rental Agreement
1000,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,he/she will remove him/herself family and possessions from the Properly within 24 hours of notification by Management Resident further agrees to indemnify Management for any damages to Property including but not limited to the cost of making residence suitable for renting to 23 INDEMNIFICATION Management shall not be liable for any damage or injury to Resident or any other person or to ary property occurring on the Property or any part thereof or in common areas thereof unless such damage is the proximate result of the negligence or unlawful act of Management his agents or his employees Resident
1001,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,does hereby indemnify release and save harmless Management and Management agents from and against any and all suits actions claims judgments and expenses arising out of or relating to any loss of life bodily or personal injury properly damage or other demand claim or action of any nature arising out of or related to this Agreement or the use of this Properly and premises 24 ENTIRE AGREEMENT
1002,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,This Agreement and any attached addendum constitutes the sole and entire Agreement between the parties and no representation promise or inducement not included in this Agreement oral or written shall be binding upon any party hereto Attachments Move-in Inspection Report
1003,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,EPA Lead Paint Disclosure EPA Lead Paint Pamphlet Other 25 Tenats Acknowledge that only the Land is being IN WITNESS
1004,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,WHEREOF the parties hereto have caused these presents to be signed in person or by a person duly authorized the day and year above
1005,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,written If this Agreement is not signed by all the Residents named herein and/or on rental application the one signing warrants that he or she has the authority and is acting as agent to sign for the other Tenants Sign DATE Social Security Number RESIDENT Social Security Number DATE Resident s Initials 2002 Trust Associates - 4426B Hugh Howell Road Suite 200 Tucker GA 30084 Phone 770-498-7403 Fax 770-498-2792 www louisbrown com Rev 04/03
1006,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,-Form IPM-41104 2002 Trust Associates - 4426B Hugh Howell Road Suite 200 Tucker GA 30084 Phone 770-498-7403 Fax 770-498-2792 www louisbrown com Rev 04/03
1007,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,- Form IPM-41106 2002 Trust Associates - 4426B Hugh Howell Road Suite 200 Tucker GA 30084 Phone 770-498-7403 Fax 770-498-2792 www louisbrown com Rev 04/03
1008,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,- Form
1009,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,IPM-41105 MANAGEMENT
1010,46239065-Standard-Rental-Agreement-Rental-With-Performance-Fee,If not fiilK understood please seek the athice of an attorney before signing Resident s Initials Resident s Initials
1011,47854715-RENTAL-AGREEMENT,RENTAL AGREEMENT RENTAL
1012,47854715-RENTAL-AGREEMENT,AGREEMENT
1013,47854715-RENTAL-AGREEMENT,THIS DEED OF RENTAL AGREEMENT ENTERED INTO AT CHENNAI
1014,47854715-RENTAL-AGREEMENT,ON 21st
1015,47854715-RENTAL-AGREEMENT,OF MARCH 2010 BETWEEN Mr P C MATHEW S/O K JOSEPH CHACKO hereinafter called the party of the first part and between Mr L GOPINATH S/o of G LAKSHMI NARISIMHAN after called the party of the second part witnesses
1016,47854715-RENTAL-AGREEMENT,Whereas the party of the first part being the owner of the premises at Flat
1017,47854715-RENTAL-AGREEMENT,No C 8 SAMS AVENUE APPARTMENT
1018,47854715-RENTAL-AGREEMENT,No 65 VALLUVAR ST ARUMBAKKAM CHENNAI 600106 has agreed to let the above premises to the party of the second part for residential use on a monthly rent of 9000 plus monthly maintenance expenses levied on by the association on condition of his accepting to take on hire the house with amenities provided therein and whereas the party of the second part has agreed and will occupy the premises From 1st April 2010 1
1019,47854715-RENTAL-AGREEMENT,The lessor hereby let on lease the house to the lessee on a monthly rent of 9000/- for a period of 11 months starting from 1st of April 2010
1020,47854715-RENTAL-AGREEMENT,The amount shall be paid before 5th of the succeeding calendar month without any deduction whatsoever 2
1021,47854715-RENTAL-AGREEMENT,The lease is for a period of 11 months commencing from this day 1st of April 2010 3
1022,47854715-RENTAL-AGREEMENT,The lessor hereby grants to the lessees to use and occupy the ground floor of the said house for residential purpose
1023,47854715-RENTAL-AGREEMENT,only and not for godown storage of articles packing/unpacking or for any other business purposes 4
1024,47854715-RENTAL-AGREEMENT,The lessee had kept deposited with the lessor a sum of 90000/- as deposit without interest for the due performance of this agreement The deposit shall not entitle the lessee to withhold any payment of monthly rent 5
1025,47854715-RENTAL-AGREEMENT,The said deposit shall be refundable to the lessee at the time the lessee hands over the vacant possession of the said house
1026,47854715-RENTAL-AGREEMENT,If any damages is done by the lessee to the house during the subsistence of the lease herein granted and any arrears of rent due the lessor shall be entitled to adjust aforesaid deposit the amount necessary for making good such damages and or rents due 6 Damages
1027,47854715-RENTAL-AGREEMENT,if any to the basins pans water taps doors and windows walls alcops electrical fittings glazed tiles etc or any part of the house will be made good or replaced by the lessor and the lessee has to bear the entire cost for any such replacement/repair or the lessee may get it done at his cost with the knowledge and prior consent of the lessor In the default of the lessee to undertake the repair/replacement of the damaged property or to meet the expenses the same will be adjusted from the rent advance lying with the lessor 7
1028,47854715-RENTAL-AGREEMENT,The lessor or their authorized agents shall be entitled to enter upon the said house to inspect the conditions of the premises or to get repairs done or for other lawful purpose
1029,47854715-RENTAL-AGREEMENT,thereof at all reasonable times
1030,47854715-RENTAL-AGREEMENT,and the lessee shall allow them to so enter 8
1031,47854715-RENTAL-AGREEMENT,The lessor shall not make structural alterations in the said house or add any fixtures without the prior permission of the lessor 9
1032,47854715-RENTAL-AGREEMENT,The lessee shall pay electricity charges regularly as per the meter reading and also undertake house maintenance and water charges 10
1033,47854715-RENTAL-AGREEMENT,The lessor shall pay the property tax and other taxes on the house 11
1034,47854715-RENTAL-AGREEMENT,If the lessee commits breach of any of the conditions here above mentioned notwithstanding the period herein above mentioned the lessor shall be at liberty to revoke and or cancel the lease granted forthwith
1035,47854715-RENTAL-AGREEMENT,12 Two months notice on either side shall be the condition for the lessor and lessee to terminate this lease to voluntarily vacate the premises 13
1036,47854715-RENTAL-AGREEMENT,Notwithstanding anything contained above the lessor can terminate the lease in case the lessee defaults in payment of rent and amenity charges for two month 14 If the lessee desires to have this lease deed renewed for a further period after the expiry of eleven months one month advance notice should be given in writing to the lessor for negotiating renewal on terms and conditions to be mutually agreed upon 15 The lessee shall observe and perform all rules regarding conditions covenants and stipulations relating to the user of the house as laid down from time to time and shall keep the lessor indemnified against any non observance of breach thereof
1037,47854715-RENTAL-AGREEMENT,The lessor upon termination of the agreement will peacefully and quietly deliver unto the lessor the possession of the said premises together with fixtures and fittings and in substantially the same condition 16 IN WITNESS WHEREOF
1038,47854715-RENTAL-AGREEMENT,THE LESSOR AND LESSEES HAVE
1039,47854715-RENTAL-AGREEMENT,HEREUNTO SIGNED THE DAY AND YEAR ABOVE WRITTEN WITNESS Party of the First Part Party of the Second Part
1040,50070534-RENTAL-AGREEMENT (1),RENTAL AGREEMENT RENTAL
1041,50070534-RENTAL-AGREEMENT (1),AGREEMENT THIS RENTAL AGREEMENT is executed at Chennai - 600 041 on 14th day of July 2010 between Mr P JohnsonRavikumar aged about 43 Years residing at
